snes-04768	Bernie Sanders and Hillary Clinton both want abortion cut off 36 weeks both say late stage babies feel no pain and no rights.	false	https://www.snopes.com/fact-check/boycott36-clinton-sanders-late-term-abortion/	None	Politicians	None	Kim LaCapria	None	#Boycott36: Do Clinton and Sanders Support Late-Term Abortions?	13 May 2016	None	['Bernie_Sanders']
snes-04477	Obama in an interview with The Washington Post said that the US would be much better off in martial law.	false	https://www.snopes.com/fact-check/obama-americans-are-better-off-under-martial-law/	None	Politics	None	Kim LaCapria	None	President Obama: Americans Are Better Off Under Martial Law	11 July 2016	None	['Barack_Obama', 'The_Washington_Post', 'United_States']
snes-02118	giant pythons found in a small creek in indiana	false	https://www.snopes.com/fact-check/giant-pythons-discovered-in-salt-creek-in-brown-and-monroe-county-indiana/	None	Junk News	None	Dan Evon	None	Giant Pythons Discovered in Salt Creek in Brown and Monroe County Indiana?	3 July 2017	None	['Indiana']
snes-03939	hilary clinton wore a secret earpiece during the first presidential debate of 2016.	false	https://www.snopes.com/fact-check/clinton-secret-earpiece-debate/	None	Fauxtography	None	Dan Evon	None	Hillary Clinton Wore Secret Earpiece During First Presidential Debate?	27 September 2016	None	['None']
snes-02400	time ran a cover story titled how to survive the coming ice age back in 1977	false	https://www.snopes.com/fact-check/the-coming-ice-age/	None	Science	None	Alex Kasprak	None	Did a 1977 ‘Time’ Story Offer Tips on ‘How to Survive the Coming Ice Age’?	18 May 2017	None	['None']
snes-06381	article looks at different auto manufacturers' contributions to September 11 relief efforts.	mixture	https://www.snopes.com/fact-check/automaker-911-contributions/	None	September 11th	None	David Mikkelson	None	Automaker 9/11 Contributions	26 October 2001	None	['None']
snes-04350	Hillary Clinton running mate Tim Kaine retired from the DNC chair position in 2011 and allowed Hillary Clinton supporter Debbie Wasserman Schultz to have	mixture	https://www.snopes.com/fact-check/tim-kaine-dnc-deal/	None	Ballot Box	None	Kim LaCapria	None	Tim Kaine Made DNC Vice Presidential Deal with Hillary Clinton in 2011	29 July 2016	None	['Bill_Clinton', 'Democratic_National_Committee', 'Debbie_Wasserman_Schultz', 'Hillary_Rodham_Clinton']
snes-02141	Casey Anthony dies at the age of 29	false	https://www.snopes.com/fact-check/casey-anthony-dead/	None	Junk News	None	David Mikkelson	None	Casey Anthony Found Dead at Age 29?	22 September 2015	None	['Death_of_Caylee_Anthony']
snes-03758	they found out that donald trump had raped his ex wife and a young woman, and that he was using	mixture	https://www.snopes.com/fact-check/are-we-not-going-to-talk-about-trump/	None	Ballot Box	None	Kim LaCapria	None	Donald Trump Rape and Trafficking Accusations	19 October 2016	None	['None']
snes-06232	letter to radio personality Dr. Laura highlights fallacies in Biblical anti-homosexual argument	true	https://www.snopes.com/fact-check/letter-to-dr-laura/	None	Politicians	None	David Mikkelson	None	Letter to Dr. Laura	9 March 2004	None	['Bible']
snes-05427	women are always the primary victims of war, hilary clinton once said.	true	https://www.snopes.com/fact-check/hillary-clinton-victims-of-war/	None	Politicians	None	Dan Evon	None	Hillary Clinton and the Victims of War	30 December 2015	None	['None']
snes-05720	I see one of those pictures from a Calderon dolphin hunt in Denmark.	true	https://www.snopes.com/fact-check/dolphin-hunt-faroe/	None	Fauxtography	None	David Mikkelson	None	Do These Pictures Show a Dolphin Hunt in Denmark’s Faroe Islands?	22 November 2009	None	['Denmark']
snes-01501	a woman uses her face as a paddle during a table tennis game	false	https://www.snopes.com/fact-check/is-this-woman-playing-ping-pong-with-her-face/	None	Fauxtography	None	Dan Evon	None	Is This Woman Playing Ping Pong With Her Face?	30 October 2017	None	['None']
snes-02360	Aleksei Makeev,who was attacked by Mexico, got asylum by Donald Trump	false	https://www.snopes.com/fact-check/trump-asylum-white-supremacist/	None	Uncategorized	None	Arturo Garcia	None	Did Trump Offer Asylum to ‘Lord Nazi Ruso’?	24 May 2017	None	['Mexico', 'Donald_Trump']
snes-00289	Buzz Aldrin said he never went to the moon in the video	false	https://www.snopes.com/fact-check/buzz-aldrin-moon-admission/	None	Viral Phenomena	None	Dan Evon	None	Did Buzz Aldrin Admit That He Never Went to the Moon?	27 July 2018	None	['None']
snes-00937	cnn invested in an industrialized washing machine to help their reporters and news anchors spin the news before publication.	false	https://www.snopes.com/fact-check/cnn-washing-machine/	None	Humor	None	David Mikkelson	None	Did CNN Purchase an Industrial-Sized Washing Machine to Spin News?	1 March 2018	None	['None']
snes-02152	Half human, half lamb born in SA.	false	https://www.snopes.com/fact-check/half-human-half-lamb-born-south-africa/	None	Fauxtography	None	Dan Evon	None	Was a Human-Lamb Hybrid Born in South Africa?	23 June 2017	None	['South_Africa']
snes-02146	report describes the terrible results of a Russian sleep experiment from the late 1940s	false	https://www.snopes.com/fact-check/russian-sleep-experiment-orange-soda/	None	Horrors	None	David Mikkelson	None	Russian Sleep Experiment (Orange Soda)	28 August 2013	None	['None']
snes-02490	A picture of a group of astronauts, without their helmets on, says it was a staged moon landing.	false	https://www.snopes.com/fact-check/astronauts-helmets-moon/	None	Fauxtography	None	Dan Evon	None	Did Astronauts Remove Their Helmets on the ‘Moon’?	4 May 2017	None	['None']
snes-00995	neosho mo, team of third graders raffling off an AR-15 armed rifle despite being used to shoot	true	https://www.snopes.com/fact-check/are-third-graders-raffling-off-an-ar-15-after-the-parkland-shooting/	None	Politics	None	Arturo Garcia	None	Are Third-Graders Raffling Off an AR-15 After the Parkland Shooting?	19 February 2018	None	['Missouri', 'AR-15']
snes-03936	Trump said he didn't like the Iraq war back in 2003	false	https://www.snopes.com/fact-check/donald-trump-iraq-war/	None	Politics	None	David Emery	None	Was Donald Trump Against the Iraq War from the Beginning?	27 September 2016	None	['Iraq']
snes-04071	Ann Scott, wife of the governor, owns a zika bug spraying business.	mixture	https://www.snopes.com/fact-check/florida-governors-wife-has-zika-mosquito-spray-business/	None	Conspiracy Theories	None	Brooke Binkowski	None	Florida Governor’s Wife Has Zika Mosquito Spray Business	8 September 2016	None	['None']
snes-05339	A photo shows a super moon sitting up there on a radio telescope.	false	https://www.snopes.com/fact-check/moon-on-radio-telescope/	None	Fauxtography	None	David Mikkelson	None	Super Moon on Radio Telescope	20 January 2016	None	['None']
snes-02147	"Donald Trumps health is ""doping out', said health officials in June 2017."	false	https://www.snopes.com/fact-check/trump-health-deteriorating-pressures/	None	Junk News	None	Dan Evon	None	Is Trump’s Health Deteriorating as White House Pressures Mount?	25 June 2017	None	['None']
snes-05005	Sometimes your hair gets washed in a beauty salon.	true	https://www.snopes.com/fact-check/woman-stroke-beauty-salon/	None	Uncategorized	None	Brooke Binkowski	None	Beauty Salon Visit Caused Stroke?	25 March 2016	None	['None']
snes-00835	Did Emma González admit to bullying the parkland school shooter?	false	https://www.snopes.com/fact-check/emma-gonzalez-shooter-bullying/	None	Politics	None	Arturo Garcia	None	Did Emma González ‘Admit’ to Bullying the Parkland School Shooter?	28 March 2018	None	['None']
snes-04562	the Republican party has falsely declared their national convention to be a gun free zone.	false	https://www.snopes.com/fact-check/republican-convention-gun-free-zone/	None	Guns	None	Kim LaCapria	None	Republican Party Declares Their Convention a ‘Gun-Free Zone’	23 June 2016	None	['Republican_Party_(United_States)']
snes-05333	Just 10 of the college grads that answerd said Judge Judy was on the Supreme Court.	mostly false	https://www.snopes.com/fact-check/college-grads-judge-judy/	None	Legal	None	Kim LaCapria	None	Do 10 Percent of College Grads Think Judge Judy Is on the Supreme Court?	21 January 2016	None	['None']
snes-03286	a drunk man cheated on a snowman, and he suffered frostbite.	false	https://www.snopes.com/fact-check/drunk-man-has-sex-with-snowman/	None	Junk News	None	Kim LaCapria	None	Drunk Man has Sex with Snowman, Loses Genitals to Frostbite	15 December 2016	None	['None']
snes-05925	the state of michigan passed a law exempting emergency medical personnel from treating gay people.	mixture	https://www.snopes.com/fact-check/slake-michigan/	None	Politics	None	Snopes Staff	None	Did Michigan Exempt Emergency Medical Personnel from Treating Gay People?	7 December 2014	None	['None']
snes-00262	Video dozens of spiderlings dissipating from Mother after she was squashed with broom	true	https://www.snopes.com/fact-check/squashed-spider-babies/	None	Fauxtography	None	Dan Evon	None	Does This Video Show Baby Spiders Dispersing from Their Recently Squashed Mother?	2 August 2018	None	['None']
snes-01819	a 25 yo woman was drugged and nearly abducted by sex traffickers in the bathroom of a Shelby Township Meijer	false	https://www.snopes.com/fact-check/shelby-meijer-human-trafficking/	None	Crime	None	Kim LaCapria	None	Shelby Township Meijer ‘Human Trafficking’ Warning	29 August 2017	None	['None']
snes-05162	She's endorsed Hillary Clinton from Nancy Reagan.	false	https://www.snopes.com/fact-check/nancy-reagan-hillary-clinton/	None	Junk News	None	Dan Evon	None	Nancy Reagan Endorsed Hillary Clinton?	24 February 2016	None	['Nancy_Reagan', 'Hillary_Rodham_Clinton']
snes-06179	Facebook has removed pictures of military amputees from their network and they think they are offensive	false	https://www.snopes.com/fact-check/facebook-removing-amputee-photos/	None	Computers	None	David Mikkelson	None	Facebook Removing Amputee Photos	15 October 2013	None	['None']
snes-05986	a public high school in hilliard, ohio, hosts a Muslim prayer room.	false	https://www.snopes.com/fact-check/room-service/	None	Religion	None	David Mikkelson	None	Does Hilliard High School Have a Muslim Prayer Room?	16 September 2014	None	['Ohio', 'Hilliard,_Ohio', 'Islam']
snes-03930	Donald Trump said that pregnancy is a hassle for businesses and denied saying it.	true	https://www.snopes.com/fact-check/trump-pregnancy-inconvenient/	None	Politicians	None	Bethania Palma	None	Donald Trump: Pregnancy Is an ‘Inconvenience’ for Businesses	28 September 2016	None	['None']
snes-05808	Emordnilap means a word spelled backwards that produce other words.	mixture	https://www.snopes.com/fact-check/emordnilap/	None	Language	None	David Mikkelson	None	Emordnilap	13 December 2014	None	['None']
